sentence_index,sentence_length,unks,uuas_sum,uuas_triu,uuas_tril,uuas_none
87,30,2,0.3181818181818182,0.22727272727272727,0.22727272727272727,0.2727272727272727
88,8,1,0.3333333333333333,0.5,0.3333333333333333,0.5
89,2,0,1.0,1.0,1.0,1.0
90,19,3,0.47058823529411764,0.4117647058823529,0.47058823529411764,0.5294117647058824
91,25,0,0.391304347826087,0.34782608695652173,0.4782608695652174,0.4782608695652174
92,33,1,0.5161290322580645,0.5483870967741935,0.3870967741935484,0.4838709677419355
93,20,2,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.5
94,32,10,0.3,0.36666666666666664,0.3,0.3333333333333333
95,28,1,0.48,0.4,0.2,0.48
96,32,5,0.2222222222222222,0.25925925925925924,0.18518518518518517,0.18518518518518517
97,33,7,0.3548387096774194,0.3870967741935484,0.2903225806451613,0.3870967741935484
98,33,7,0.3076923076923077,0.4230769230769231,0.2692307692307692,0.3076923076923077
99,9,2,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
100,8,1,0.2,0.0,0.4,0.2
101,23,3,0.5263157894736842,0.5263157894736842,0.42105263157894735,0.5263157894736842
102,21,4,0.4375,0.4375,0.375,0.5
103,39,3,0.37142857142857144,0.2571428571428571,0.42857142857142855,0.37142857142857144
104,26,5,0.375,0.4166666666666667,0.3333333333333333,0.4583333333333333
105,20,9,0.5882352941176471,0.5294117647058824,0.4117647058823529,0.47058823529411764
106,37,8,0.16129032258064516,0.1935483870967742,0.16129032258064516,0.12903225806451613
107,25,5,0.2608695652173913,0.34782608695652173,0.21739130434782608,0.2608695652173913
108,53,6,0.4166666666666667,0.375,0.3333333333333333,0.3958333333333333
109,23,3,0.35,0.45,0.3,0.45
110,34,6,0.4074074074074074,0.4444444444444444,0.3333333333333333,0.37037037037037035
111,11,3,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.6666666666666666
112,46,8,0.35,0.3,0.4,0.375
113,24,4,0.5,0.3181818181818182,0.36363636363636365,0.45454545454545453
114,27,6,0.34782608695652173,0.30434782608695654,0.30434782608695654,0.391304347826087
115,55,17,0.3695652173913043,0.32608695652173914,0.32608695652173914,0.34782608695652173
116,26,4,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.34782608695652173
117,31,8,0.42857142857142855,0.42857142857142855,0.32142857142857145,0.42857142857142855
118,26,3,0.47619047619047616,0.3333333333333333,0.47619047619047616,0.47619047619047616
119,14,1,0.3333333333333333,0.25,0.25,0.4166666666666667
120,21,5,0.2777777777777778,0.3888888888888889,0.3888888888888889,0.3333333333333333
121,21,5,0.6,0.5333333333333333,0.4666666666666667,0.5333333333333333
122,17,4,0.5,0.4166666666666667,0.3333333333333333,0.5833333333333334
123,36,6,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.1
124,15,3,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.3076923076923077
125,17,4,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.14285714285714285
126,30,5,0.35714285714285715,0.39285714285714285,0.25,0.35714285714285715
127,15,2,0.25,0.25,0.08333333333333333,0.25
128,11,1,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333
129,20,2,0.2777777777777778,0.3333333333333333,0.16666666666666666,0.2777777777777778
130,31,2,0.3333333333333333,0.37037037037037035,0.25925925925925924,0.37037037037037035
131,17,2,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.2857142857142857
132,19,0,0.35294117647058826,0.4117647058823529,0.29411764705882354,0.47058823529411764
133,35,2,0.43333333333333335,0.4,0.26666666666666666,0.3333333333333333
134,18,3,0.5,0.3125,0.375,0.375
135,28,2,0.44,0.48,0.28,0.48
136,36,6,0.5862068965517241,0.4482758620689655,0.4827586206896552,0.5172413793103449
137,9,2,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666
138,6,3,0.6666666666666666,0.6666666666666666,1.0,1.0
139,6,0,0.25,0.75,0.25,0.25
140,14,2,0.25,0.4166666666666667,0.25,0.25
141,25,2,0.30434782608695654,0.34782608695652173,0.2608695652173913,0.30434782608695654
