sentence_index,sentence_length,uuas_sum,uuas_triu,uuas_tril,uuas_none,linear_baseline_score
0,37,0.3235294117647059,0.23529411764705882,0.29411764705882354,0.35294117647058826,0.47058823529411764
1,45,0.42105263157894735,0.4473684210526316,0.34210526315789475,0.42105263157894735,0.4473684210526316
2,20,0.5294117647058824,0.47058823529411764,0.5294117647058824,0.47058823529411764,0.5294117647058824
3,37,0.34615384615384615,0.3076923076923077,0.4230769230769231,0.34615384615384615,0.46153846153846156
4,23,0.38095238095238093,0.38095238095238093,0.42857142857142855,0.47619047619047616,0.5238095238095238
5,22,0.45,0.4,0.45,0.4,0.4
6,17,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5
7,28,0.391304347826087,0.43478260869565216,0.43478260869565216,0.391304347826087,0.4782608695652174
8,34,0.5,0.43333333333333335,0.4,0.4666666666666667,0.4666666666666667
9,23,0.29411764705882354,0.35294117647058826,0.4117647058823529,0.35294117647058826,0.4117647058823529
10,30,0.3333333333333333,0.2962962962962963,0.2962962962962963,0.37037037037037035,0.4074074074074074
11,29,0.4,0.48,0.44,0.44,0.4
12,23,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.4444444444444444
13,13,0.45454545454545453,0.45454545454545453,0.36363636363636365,0.36363636363636365,0.45454545454545453
14,20,0.2777777777777778,0.2777777777777778,0.3888888888888889,0.3333333333333333,0.5
15,42,0.2972972972972973,0.35135135135135137,0.32432432432432434,0.2972972972972973,0.5675675675675675
16,44,0.4166666666666667,0.3611111111111111,0.3888888888888889,0.3888888888888889,0.4444444444444444
17,27,0.38095238095238093,0.42857142857142855,0.5238095238095238,0.42857142857142855,0.7142857142857143
18,26,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.3181818181818182,0.5909090909090909
19,15,0.38461538461538464,0.5384615384615384,0.38461538461538464,0.38461538461538464,0.46153846153846156
20,9,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855
21,42,0.5135135135135135,0.4594594594594595,0.4594594594594595,0.4864864864864865,0.4864864864864865
22,22,0.45,0.45,0.6,0.45,0.65
23,17,0.5,0.42857142857142855,0.42857142857142855,0.5,0.5714285714285714
24,10,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714
25,22,0.5,0.3,0.25,0.3,0.35
26,17,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.5
27,14,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.5,0.3333333333333333
28,21,0.3684210526315789,0.42105263157894735,0.3684210526315789,0.42105263157894735,0.5263157894736842
29,18,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.5
30,26,0.43478260869565216,0.391304347826087,0.43478260869565216,0.43478260869565216,0.43478260869565216
31,8,0.6,0.2,0.4,0.4,0.6
32,17,0.5384615384615384,0.38461538461538464,0.5384615384615384,0.6153846153846154,0.5384615384615384
33,27,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5416666666666666
34,21,0.3125,0.3125,0.375,0.375,0.5
35,32,0.4642857142857143,0.42857142857142855,0.39285714285714285,0.5,0.4642857142857143
36,21,0.375,0.5,0.375,0.375,0.5625
37,9,0.5,0.5,0.5,0.6666666666666666,0.5
38,12,0.4,0.4,0.4,0.4,0.4
39,11,0.625,0.625,0.5,0.625,0.75
40,24,0.38095238095238093,0.38095238095238093,0.3333333333333333,0.42857142857142855,0.5238095238095238
41,40,0.4838709677419355,0.3870967741935484,0.5806451612903226,0.5806451612903226,0.5483870967741935
42,13,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.36363636363636365,0.45454545454545453
43,14,0.4166666666666667,0.5,0.5,0.5,0.4166666666666667
44,40,0.4166666666666667,0.3611111111111111,0.3333333333333333,0.3333333333333333,0.4722222222222222
45,20,0.3888888888888889,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444
46,32,0.3076923076923077,0.19230769230769232,0.34615384615384615,0.2692307692307692,0.5
47,29,0.5833333333333334,0.5,0.5416666666666666,0.5,0.5
48,19,0.4375,0.3125,0.4375,0.4375,0.4375
49,13,0.6363636363636364,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.5454545454545454
50,11,0.625,0.625,0.5,0.625,0.625
51,21,0.5,0.3888888888888889,0.3888888888888889,0.4444444444444444,0.4444444444444444
52,41,0.35294117647058826,0.38235294117647056,0.29411764705882354,0.35294117647058826,0.4117647058823529
53,18,0.38461538461538464,0.46153846153846156,0.3076923076923077,0.38461538461538464,0.38461538461538464
54,11,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5
55,23,0.6,0.5,0.45,0.6,0.6
56,23,0.5263157894736842,0.631578947368421,0.3157894736842105,0.5789473684210527,0.47368421052631576
57,33,0.4444444444444444,0.4444444444444444,0.37037037037037035,0.4444444444444444,0.5185185185185185
58,28,0.5454545454545454,0.45454545454545453,0.5,0.5909090909090909,0.5
59,22,0.3684210526315789,0.47368421052631576,0.3157894736842105,0.47368421052631576,0.47368421052631576
60,14,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.45454545454545453
61,27,0.42857142857142855,0.38095238095238093,0.38095238095238093,0.3333333333333333,0.47619047619047616
62,24,0.47619047619047616,0.38095238095238093,0.47619047619047616,0.47619047619047616,0.5238095238095238
63,15,0.38461538461538464,0.6153846153846154,0.3076923076923077,0.38461538461538464,0.38461538461538464
64,24,0.35,0.3,0.3,0.4,0.6
65,17,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.4666666666666667
66,4,0.5,0.5,0.5,0.5,1.0
67,3,1.0,1.0,1.0,1.0,1.0
68,31,0.36,0.24,0.24,0.4,0.48
69,5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333
70,20,0.3125,0.25,0.4375,0.375,0.5
71,18,0.42857142857142855,0.35714285714285715,0.5714285714285714,0.42857142857142855,0.6428571428571429
72,31,0.4782608695652174,0.4782608695652174,0.43478260869565216,0.4782608695652174,0.391304347826087
73,12,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.4444444444444444
74,3,1.0,1.0,1.0,1.0,1.0
75,31,0.4074074074074074,0.4074074074074074,0.37037037037037035,0.37037037037037035,0.5185185185185185
76,27,0.30434782608695654,0.43478260869565216,0.30434782608695654,0.30434782608695654,0.4782608695652174
77,19,0.29411764705882354,0.23529411764705882,0.23529411764705882,0.35294117647058826,0.5882352941176471
78,13,0.5,0.4,0.5,0.5,0.5
79,57,0.3125,0.3333333333333333,0.2916666666666667,0.3541666666666667,0.5208333333333334
80,36,0.45161290322580644,0.3548387096774194,0.45161290322580644,0.45161290322580644,0.3870967741935484
81,54,0.35294117647058826,0.29411764705882354,0.2549019607843137,0.3333333333333333,0.37254901960784315
82,19,0.5,0.4375,0.4375,0.375,0.5625
83,33,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.5357142857142857
84,32,0.4827586206896552,0.5172413793103449,0.4827586206896552,0.5862068965517241,0.4482758620689655
85,27,0.2916666666666667,0.25,0.25,0.2916666666666667,0.3333333333333333
86,22,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
87,31,0.38461538461538464,0.34615384615384615,0.5,0.46153846153846156,0.5384615384615384
88,37,0.5483870967741935,0.5161290322580645,0.4838709677419355,0.5483870967741935,0.3548387096774194
89,36,0.16666666666666666,0.2,0.2,0.2,0.5333333333333333
90,23,0.47619047619047616,0.47619047619047616,0.38095238095238093,0.38095238095238093,0.5238095238095238
91,53,0.425531914893617,0.3191489361702128,0.3191489361702128,0.40425531914893614,0.3617021276595745
92,31,0.42857142857142855,0.4642857142857143,0.35714285714285715,0.4642857142857143,0.5
93,23,0.5555555555555556,0.3888888888888889,0.5,0.5,0.4444444444444444
94,29,0.34615384615384615,0.34615384615384615,0.2692307692307692,0.2692307692307692,0.46153846153846156
95,28,0.38461538461538464,0.34615384615384615,0.38461538461538464,0.4230769230769231,0.5
96,30,0.38461538461538464,0.38461538461538464,0.34615384615384615,0.34615384615384615,0.46153846153846156
97,10,0.5,0.5,0.5,0.5,0.375
98,52,0.2558139534883721,0.2558139534883721,0.3023255813953488,0.2558139534883721,0.4418604651162791
99,42,0.2972972972972973,0.2702702702702703,0.32432432432432434,0.35135135135135137,0.40540540540540543
100,17,0.4666666666666667,0.4,0.4666666666666667,0.4666666666666667,0.5333333333333333
101,15,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.45454545454545453
102,5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0
103,33,0.37037037037037035,0.2962962962962963,0.37037037037037035,0.3333333333333333,0.37037037037037035
104,11,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.6666666666666666
105,36,0.5161290322580645,0.3548387096774194,0.4838709677419355,0.4838709677419355,0.41935483870967744
106,54,0.3695652173913043,0.3695652173913043,0.32608695652173914,0.391304347826087,0.3695652173913043
107,15,0.5833333333333334,0.5,0.5833333333333334,0.5833333333333334,0.6666666666666666
108,33,0.37037037037037035,0.4444444444444444,0.3333333333333333,0.37037037037037035,0.4074074074074074
109,32,0.46153846153846156,0.34615384615384615,0.38461538461538464,0.4230769230769231,0.4230769230769231
110,40,0.32432432432432434,0.2702702702702703,0.32432432432432434,0.32432432432432434,0.43243243243243246
111,8,0.4,0.6,0.2,0.4,0.6
112,22,0.3157894736842105,0.42105263157894735,0.3157894736842105,0.42105263157894735,0.42105263157894735
113,44,0.5,0.34210526315789475,0.5263157894736842,0.4473684210526316,0.39473684210526316
114,18,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.5
115,22,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.47058823529411764
116,22,0.42105263157894735,0.3684210526315789,0.3157894736842105,0.42105263157894735,0.5263157894736842
117,13,0.6,0.4,0.6,0.6,0.4
118,26,0.3181818181818182,0.22727272727272727,0.3181818181818182,0.2727272727272727,0.5454545454545454
119,21,0.3125,0.3125,0.4375,0.375,0.5
120,26,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.3181818181818182
121,19,0.4117647058823529,0.23529411764705882,0.47058823529411764,0.35294117647058826,0.47058823529411764
122,19,0.3076923076923077,0.3076923076923077,0.46153846153846156,0.3076923076923077,0.38461538461538464
123,5,0.5,0.5,0.5,0.5,0.5
124,24,0.42857142857142855,0.42857142857142855,0.38095238095238093,0.42857142857142855,0.47619047619047616
125,21,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5555555555555556
126,27,0.16666666666666666,0.125,0.16666666666666666,0.16666666666666666,0.5416666666666666
127,11,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.5555555555555556
128,13,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.5454545454545454
129,44,0.3055555555555556,0.3333333333333333,0.3055555555555556,0.3055555555555556,0.3611111111111111
130,20,0.35294117647058826,0.4117647058823529,0.47058823529411764,0.5294117647058824,0.47058823529411764
131,20,0.42857142857142855,0.5714285714285714,0.21428571428571427,0.42857142857142855,0.42857142857142855
132,30,0.4074074074074074,0.3333333333333333,0.4074074074074074,0.4074074074074074,0.5185185185185185
133,58,0.4583333333333333,0.4583333333333333,0.4166666666666667,0.4583333333333333,0.4166666666666667
134,21,0.4375,0.375,0.5,0.4375,0.5
135,27,0.22727272727272727,0.3181818181818182,0.2727272727272727,0.3181818181818182,0.5454545454545454
136,21,0.21052631578947367,0.2631578947368421,0.3157894736842105,0.2631578947368421,0.631578947368421
137,13,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.6363636363636364
138,25,0.3,0.25,0.2,0.25,0.55
139,34,0.17857142857142858,0.21428571428571427,0.10714285714285714,0.21428571428571427,0.4642857142857143
