sentence_index,sentence_length,uuas_sum,uuas_triu,uuas_tril,uuas_none
406,12,0.2,0.4,0.3,0.3
407,43,0.4473684210526316,0.34210526315789475,0.3157894736842105,0.39473684210526316
408,33,0.19230769230769232,0.19230769230769232,0.11538461538461539,0.19230769230769232
409,15,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.4166666666666667
410,33,0.45161290322580644,0.3870967741935484,0.25806451612903225,0.41935483870967744
411,17,0.3333333333333333,0.2,0.4,0.4666666666666667
412,30,0.48,0.48,0.36,0.52
413,14,0.5,0.3333333333333333,0.3333333333333333,0.4166666666666667
414,11,0.5555555555555556,0.5555555555555556,0.2222222222222222,0.4444444444444444
415,26,0.375,0.2916666666666667,0.25,0.4166666666666667
416,38,0.28125,0.1875,0.1875,0.21875
417,14,0.3333333333333333,0.25,0.25,0.3333333333333333
418,14,0.2727272727272727,0.36363636363636365,0.18181818181818182,0.36363636363636365
419,19,0.375,0.25,0.3125,0.375
420,20,0.3125,0.1875,0.25,0.3125
421,21,0.5882352941176471,0.35294117647058826,0.17647058823529413,0.4117647058823529
422,34,0.37037037037037035,0.37037037037037035,0.2962962962962963,0.4074074074074074
423,20,0.4666666666666667,0.4,0.4666666666666667,0.5333333333333333
424,47,0.35714285714285715,0.40476190476190477,0.19047619047619047,0.35714285714285715
425,17,0.23076923076923078,0.3076923076923077,0.23076923076923078,0.38461538461538464
426,17,0.38461538461538464,0.23076923076923078,0.3076923076923077,0.3076923076923077
427,27,0.34782608695652173,0.30434782608695654,0.30434782608695654,0.34782608695652173
428,32,0.32142857142857145,0.35714285714285715,0.25,0.32142857142857145
429,13,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.36363636363636365
430,43,0.46153846153846156,0.4358974358974359,0.41025641025641024,0.5128205128205128
431,21,0.42105263157894735,0.5789473684210527,0.2631578947368421,0.5263157894736842
432,20,0.4666666666666667,0.5333333333333333,0.4666666666666667,0.5333333333333333
433,15,0.4,0.3,0.4,0.4
434,35,0.36666666666666664,0.4666666666666667,0.36666666666666664,0.36666666666666664
435,11,0.5,0.3333333333333333,0.5,0.5
436,19,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.35294117647058826
437,18,0.625,0.375,0.5,0.375
438,10,0.375,0.25,0.375,0.25
439,20,0.29411764705882354,0.17647058823529413,0.35294117647058826,0.29411764705882354
440,49,0.3023255813953488,0.3023255813953488,0.3023255813953488,0.32558139534883723
441,31,0.42857142857142855,0.39285714285714285,0.32142857142857145,0.5
442,11,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.6666666666666666
443,16,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855
444,23,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.3333333333333333
445,10,0.25,0.5,0.125,0.25
446,44,0.4,0.275,0.275,0.35
447,8,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.5
448,14,0.3,0.5,0.3,0.4
449,24,0.3157894736842105,0.2631578947368421,0.2631578947368421,0.2631578947368421
450,11,0.5,0.5,0.375,0.25
451,28,0.34782608695652173,0.2608695652173913,0.2608695652173913,0.34782608695652173
452,19,0.4,0.5333333333333333,0.26666666666666666,0.5333333333333333
453,31,0.52,0.48,0.44,0.48
454,26,0.5217391304347826,0.43478260869565216,0.4782608695652174,0.5652173913043478
455,37,0.375,0.40625,0.3125,0.40625
456,15,0.38461538461538464,0.38461538461538464,0.3076923076923077,0.3076923076923077
457,14,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.4166666666666667
458,20,0.47058823529411764,0.4117647058823529,0.4117647058823529,0.4117647058823529
459,27,0.34782608695652173,0.43478260869565216,0.34782608695652173,0.43478260869565216
460,24,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.45454545454545453
461,29,0.4074074074074074,0.48148148148148145,0.25925925925925924,0.37037037037037035
462,25,0.5217391304347826,0.5652173913043478,0.4782608695652174,0.5217391304347826
463,33,0.4482758620689655,0.4482758620689655,0.27586206896551724,0.41379310344827586
464,28,0.34615384615384615,0.38461538461538464,0.2692307692307692,0.34615384615384615
465,41,0.38235294117647056,0.38235294117647056,0.35294117647058826,0.4411764705882353
466,22,0.42105263157894735,0.47368421052631576,0.47368421052631576,0.3684210526315789
467,21,0.7368421052631579,0.5789473684210527,0.631578947368421,0.6842105263157895
468,35,0.3225806451612903,0.25806451612903225,0.25806451612903225,0.3548387096774194
469,18,0.5384615384615384,0.46153846153846156,0.5384615384615384,0.6153846153846154
470,24,0.47619047619047616,0.5238095238095238,0.3333333333333333,0.47619047619047616
471,10,0.625,0.75,0.375,0.75
472,28,0.375,0.3333333333333333,0.2916666666666667,0.3333333333333333
473,12,0.5,0.4,0.4,0.5
474,45,0.42105263157894735,0.3684210526315789,0.42105263157894735,0.39473684210526316
475,34,0.5,0.5,0.39285714285714285,0.5
476,21,0.2777777777777778,0.3888888888888889,0.3333333333333333,0.2777777777777778
477,37,0.5625,0.5625,0.4375,0.53125
478,26,0.6,0.45,0.35,0.6
479,11,0.125,0.25,0.25,0.125
480,27,0.47619047619047616,0.5238095238095238,0.47619047619047616,0.6190476190476191
481,20,0.375,0.5625,0.25,0.5625
482,20,0.2857142857142857,0.5,0.2857142857142857,0.35714285714285715
483,26,0.375,0.4375,0.3125,0.4375
484,16,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333
485,23,0.2857142857142857,0.38095238095238093,0.3333333333333333,0.3333333333333333
486,35,0.6206896551724138,0.6896551724137931,0.3448275862068966,0.5862068965517241
487,10,0.5,0.375,0.5,0.5
488,19,0.35294117647058826,0.47058823529411764,0.35294117647058826,0.4117647058823529
489,23,0.5555555555555556,0.5,0.4444444444444444,0.5
490,39,0.4482758620689655,0.41379310344827586,0.3448275862068966,0.41379310344827586
491,25,0.45,0.4,0.4,0.4
492,15,0.5454545454545454,0.45454545454545453,0.7272727272727273,0.6363636363636364
493,5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
494,23,0.5,0.55,0.35,0.45
495,20,0.29411764705882354,0.23529411764705882,0.4117647058823529,0.29411764705882354
496,11,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.42857142857142855
497,34,0.3870967741935484,0.2903225806451613,0.3548387096774194,0.3548387096774194
498,46,0.4358974358974359,0.46153846153846156,0.3333333333333333,0.41025641025641024
499,12,0.5,0.4,0.2,0.4
500,29,0.3076923076923077,0.23076923076923078,0.3076923076923077,0.3076923076923077
501,35,0.3103448275862069,0.3793103448275862,0.20689655172413793,0.3448275862068966
502,37,0.4375,0.40625,0.28125,0.46875
503,21,0.5555555555555556,0.5,0.3333333333333333,0.6111111111111112
504,12,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.3333333333333333
505,10,0.375,0.375,0.25,0.5
506,21,0.3684210526315789,0.42105263157894735,0.3157894736842105,0.3684210526315789
507,10,0.375,0.5,0.25,0.375
508,19,0.42857142857142855,0.5,0.35714285714285715,0.42857142857142855
509,13,0.4,0.4,0.5,0.6
510,38,0.4375,0.53125,0.375,0.4375
511,33,0.4642857142857143,0.39285714285714285,0.39285714285714285,0.4642857142857143
512,27,0.47619047619047616,0.38095238095238093,0.5714285714285714,0.5714285714285714
513,22,0.47368421052631576,0.5263157894736842,0.3684210526315789,0.47368421052631576
514,26,0.2857142857142857,0.3333333333333333,0.23809523809523808,0.3333333333333333
515,31,0.34782608695652173,0.2608695652173913,0.30434782608695654,0.34782608695652173
516,26,0.43478260869565216,0.30434782608695654,0.4782608695652174,0.5217391304347826
517,22,0.2777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333
518,18,0.46153846153846156,0.5384615384615384,0.5384615384615384,0.5384615384615384
519,32,0.6538461538461539,0.6538461538461539,0.5384615384615384,0.6538461538461539
520,28,0.32,0.4,0.28,0.4
521,36,0.45454545454545453,0.45454545454545453,0.42424242424242425,0.45454545454545453
522,38,0.3333333333333333,0.3055555555555556,0.3611111111111111,0.3333333333333333
523,28,0.5833333333333334,0.5,0.5833333333333334,0.5833333333333334
524,35,0.4074074074074074,0.3333333333333333,0.2962962962962963,0.2962962962962963
525,7,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
526,20,0.375,0.375,0.375,0.375
527,34,0.4482758620689655,0.3448275862068966,0.3448275862068966,0.41379310344827586
528,44,0.2702702702702703,0.35135135135135137,0.24324324324324326,0.32432432432432434
529,14,0.4166666666666667,0.3333333333333333,0.5,0.4166666666666667
530,25,0.38095238095238093,0.38095238095238093,0.2857142857142857,0.38095238095238093
531,30,0.5925925925925926,0.5925925925925926,0.4444444444444444,0.6296296296296297
532,28,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.5416666666666666
533,25,0.3157894736842105,0.3157894736842105,0.42105263157894735,0.3684210526315789
534,19,0.4375,0.375,0.4375,0.4375
535,18,0.4375,0.4375,0.4375,0.4375
536,26,0.4090909090909091,0.4090909090909091,0.5,0.45454545454545453
537,19,0.5714285714285714,0.5,0.35714285714285715,0.6428571428571429
538,23,0.47619047619047616,0.47619047619047616,0.5238095238095238,0.42857142857142855
539,7,0.6,0.6,0.4,0.6
540,23,0.5263157894736842,0.42105263157894735,0.47368421052631576,0.5789473684210527
541,21,0.3076923076923077,0.38461538461538464,0.3076923076923077,0.3076923076923077
542,5,0.25,0.75,0.25,0.5
543,4,0.5,0.5,0.5,0.5
544,19,0.29411764705882354,0.29411764705882354,0.4117647058823529,0.35294117647058826
545,11,0.5,0.625,0.5,0.625
546,17,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666
547,27,0.5416666666666666,0.4166666666666667,0.4166666666666667,0.4583333333333333
548,17,0.3333333333333333,0.25,0.4166666666666667,0.3333333333333333
549,25,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.3333333333333333
550,21,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855
551,27,0.4583333333333333,0.375,0.4166666666666667,0.4583333333333333
552,8,0.5,0.6666666666666666,0.3333333333333333,0.5
553,31,0.5,0.4166666666666667,0.4166666666666667,0.5
554,19,0.26666666666666666,0.26666666666666666,0.4,0.5333333333333333
555,6,0.2,0.4,0.2,0.2
556,18,0.5,0.375,0.375,0.4375
557,29,0.4,0.4,0.32,0.4
558,28,0.34615384615384615,0.38461538461538464,0.38461538461538464,0.38461538461538464
559,12,0.5,0.4,0.2,0.4
560,17,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715
561,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667
562,21,0.5555555555555556,0.5555555555555556,0.3888888888888889,0.6111111111111112
563,29,0.44,0.28,0.48,0.52
564,25,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
565,14,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.3333333333333333
566,11,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857
567,13,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.5555555555555556
568,14,0.36363636363636365,0.5454545454545454,0.45454545454545453,0.5454545454545454
569,5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
570,21,0.5625,0.4375,0.3125,0.4375
571,3,1.0,1.0,1.0,1.0
572,11,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.4444444444444444
573,30,0.39285714285714285,0.39285714285714285,0.32142857142857145,0.42857142857142855
574,7,0.6,0.6,0.4,0.4
575,34,0.3793103448275862,0.3793103448275862,0.3103448275862069,0.3448275862068966
576,18,0.4666666666666667,0.4666666666666667,0.5333333333333333,0.4666666666666667
577,23,0.45,0.55,0.35,0.4
578,38,0.4411764705882353,0.5,0.4411764705882353,0.4117647058823529
579,24,0.5,0.65,0.35,0.5
580,14,0.6666666666666666,0.5,0.3333333333333333,0.5833333333333334
581,22,0.3684210526315789,0.5263157894736842,0.3157894736842105,0.42105263157894735
582,34,0.4,0.36666666666666664,0.3333333333333333,0.36666666666666664
583,15,0.46153846153846156,0.46153846153846156,0.23076923076923078,0.38461538461538464
584,24,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.42105263157894735
585,51,0.4146341463414634,0.34146341463414637,0.3902439024390244,0.4634146341463415
586,13,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
587,28,0.46153846153846156,0.4230769230769231,0.46153846153846156,0.5
588,25,0.36363636363636365,0.4090909090909091,0.3181818181818182,0.4090909090909091
589,10,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285
590,19,0.42857142857142855,0.35714285714285715,0.5714285714285714,0.5714285714285714
591,10,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.5714285714285714
592,16,0.46153846153846156,0.3076923076923077,0.46153846153846156,0.46153846153846156
593,27,0.25,0.2916666666666667,0.20833333333333334,0.2916666666666667
594,22,0.25,0.3,0.15,0.25
595,22,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.6666666666666666
596,27,0.5416666666666666,0.5,0.4166666666666667,0.5
597,118,0.39,0.34,0.32,0.35
598,38,0.45454545454545453,0.45454545454545453,0.3939393939393939,0.5151515151515151
599,14,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.5555555555555556
600,52,0.3111111111111111,0.26666666666666666,0.26666666666666666,0.3111111111111111
601,20,0.2,0.4,0.26666666666666666,0.4
602,31,0.38461538461538464,0.2692307692307692,0.3076923076923077,0.34615384615384615
603,39,0.40540540540540543,0.40540540540540543,0.32432432432432434,0.3783783783783784
604,16,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.38461538461538464
605,38,0.4666666666666667,0.4666666666666667,0.43333333333333335,0.36666666666666664
606,33,0.41379310344827586,0.4482758620689655,0.4482758620689655,0.41379310344827586
607,45,0.375,0.3,0.325,0.375
608,24,0.45,0.45,0.4,0.5
609,16,0.5,0.5833333333333334,0.4166666666666667,0.5
610,30,0.44,0.48,0.28,0.52
611,18,0.6666666666666666,0.6,0.6,0.6666666666666666
612,33,0.4230769230769231,0.46153846153846156,0.3076923076923077,0.5
613,19,0.26666666666666666,0.26666666666666666,0.3333333333333333,0.4
614,15,0.3333333333333333,0.5833333333333334,0.4166666666666667,0.4166666666666667
615,36,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.42424242424242425
616,8,0.8333333333333334,0.5,0.6666666666666666,0.6666666666666666
617,8,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333
618,21,0.5714285714285714,0.5,0.5,0.5714285714285714
619,41,0.5,0.4473684210526316,0.4473684210526316,0.47368421052631576
620,44,0.5,0.47368421052631576,0.34210526315789475,0.47368421052631576
621,27,0.2916666666666667,0.3333333333333333,0.20833333333333334,0.3333333333333333
622,13,0.45454545454545453,0.36363636363636365,0.36363636363636365,0.45454545454545453
623,24,0.38095238095238093,0.38095238095238093,0.3333333333333333,0.38095238095238093
624,39,0.4166666666666667,0.4722222222222222,0.3333333333333333,0.4444444444444444
625,29,0.4444444444444444,0.4074074074074074,0.37037037037037035,0.4444444444444444
626,27,0.36,0.28,0.48,0.32
627,22,0.5,0.35714285714285715,0.35714285714285715,0.35714285714285715
628,8,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666
629,14,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333
630,34,0.39285714285714285,0.32142857142857145,0.35714285714285715,0.39285714285714285
631,15,0.3076923076923077,0.38461538461538464,0.46153846153846156,0.38461538461538464
632,42,0.34210526315789475,0.34210526315789475,0.34210526315789475,0.39473684210526316
633,44,0.4444444444444444,0.4166666666666667,0.3611111111111111,0.4444444444444444
634,31,0.48148148148148145,0.4074074074074074,0.37037037037037035,0.4074074074074074
635,30,0.4583333333333333,0.5,0.2916666666666667,0.4583333333333333
636,42,0.3611111111111111,0.4166666666666667,0.3055555555555556,0.3888888888888889
637,13,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.36363636363636365
638,22,0.47058823529411764,0.4117647058823529,0.4117647058823529,0.47058823529411764
639,16,0.46153846153846156,0.46153846153846156,0.38461538461538464,0.5384615384615384
640,8,0.75,0.75,0.75,0.5
641,13,0.5,0.6,0.4,0.6
642,23,0.4,0.35,0.35,0.45
643,28,0.2916666666666667,0.20833333333333334,0.2916666666666667,0.25
644,20,0.3888888888888889,0.3888888888888889,0.3333333333333333,0.3888888888888889
645,37,0.3225806451612903,0.5161290322580645,0.3548387096774194,0.3870967741935484
646,28,0.34615384615384615,0.4230769230769231,0.23076923076923078,0.4230769230769231
647,32,0.5517241379310345,0.4827586206896552,0.4827586206896552,0.5517241379310345
648,34,0.2413793103448276,0.27586206896551724,0.20689655172413793,0.27586206896551724
649,51,0.4782608695652174,0.45652173913043476,0.43478260869565216,0.4782608695652174
650,25,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.4090909090909091
651,26,0.43478260869565216,0.30434782608695654,0.5217391304347826,0.4782608695652174
652,17,0.4666666666666667,0.26666666666666666,0.3333333333333333,0.4
653,3,1.0,1.0,1.0,1.0
654,41,0.3684210526315789,0.3684210526315789,0.34210526315789475,0.3684210526315789
655,32,0.4666666666666667,0.4666666666666667,0.36666666666666664,0.4666666666666667
656,26,0.4166666666666667,0.375,0.25,0.2916666666666667
657,43,0.42105263157894735,0.39473684210526316,0.34210526315789475,0.39473684210526316
658,21,0.35294117647058826,0.29411764705882354,0.29411764705882354,0.47058823529411764
659,7,0.5,0.25,0.5,0.25
660,21,0.5,0.4444444444444444,0.3888888888888889,0.6666666666666666
661,35,0.375,0.375,0.3125,0.4375
662,31,0.5555555555555556,0.5925925925925926,0.4074074074074074,0.5185185185185185
663,11,0.25,0.25,0.25,0.25
664,31,0.4642857142857143,0.4642857142857143,0.32142857142857145,0.42857142857142855
665,53,0.4772727272727273,0.38636363636363635,0.36363636363636365,0.4090909090909091
666,28,0.4166666666666667,0.4166666666666667,0.375,0.4166666666666667
667,24,0.4,0.45,0.3,0.45
668,26,0.2608695652173913,0.17391304347826086,0.2608695652173913,0.17391304347826086
669,13,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.3333333333333333
670,19,0.3125,0.375,0.1875,0.3125
671,24,0.5,0.55,0.45,0.55
672,19,0.47058823529411764,0.5294117647058824,0.4117647058823529,0.47058823529411764
673,31,0.48148148148148145,0.5185185185185185,0.4074074074074074,0.5185185185185185
674,23,0.55,0.6,0.5,0.65
675,26,0.2916666666666667,0.375,0.2916666666666667,0.375
676,22,0.5263157894736842,0.47368421052631576,0.47368421052631576,0.47368421052631576
677,27,0.43478260869565216,0.4782608695652174,0.391304347826087,0.391304347826087
678,29,0.391304347826087,0.43478260869565216,0.34782608695652173,0.43478260869565216
679,19,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333
680,39,0.4722222222222222,0.3333333333333333,0.4166666666666667,0.4166666666666667
681,15,0.4166666666666667,0.4166666666666667,0.25,0.5
682,22,0.35294117647058826,0.29411764705882354,0.29411764705882354,0.35294117647058826
683,16,0.4166666666666667,0.4166666666666667,0.25,0.3333333333333333
684,14,0.5454545454545454,0.2727272727272727,0.5454545454545454,0.5454545454545454
685,7,0.75,0.75,0.75,0.75
686,15,0.3333333333333333,0.25,0.3333333333333333,0.4166666666666667
687,17,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.35714285714285715
688,39,0.5714285714285714,0.45714285714285713,0.4857142857142857,0.5142857142857142
689,19,0.29411764705882354,0.29411764705882354,0.35294117647058826,0.35294117647058826
690,19,0.26666666666666666,0.26666666666666666,0.4,0.3333333333333333
691,22,0.5,0.5,0.2777777777777778,0.5555555555555556
692,16,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5
693,23,0.4,0.4,0.35,0.4
694,33,0.4827586206896552,0.3793103448275862,0.4482758620689655,0.4827586206896552
695,22,0.42105263157894735,0.3157894736842105,0.42105263157894735,0.3684210526315789
696,29,0.48,0.32,0.44,0.44
697,15,0.5,0.4166666666666667,0.5,0.4166666666666667
698,36,0.375,0.375,0.25,0.34375
699,25,0.42105263157894735,0.3684210526315789,0.42105263157894735,0.42105263157894735
700,17,0.5,0.3333333333333333,0.5,0.5
701,14,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4444444444444444
702,21,0.29411764705882354,0.4117647058823529,0.23529411764705882,0.29411764705882354
703,24,0.55,0.45,0.35,0.5
704,27,0.45,0.5,0.45,0.5
705,32,0.4230769230769231,0.38461538461538464,0.3076923076923077,0.46153846153846156
706,7,0.4,0.4,0.4,0.6
707,35,0.41379310344827586,0.5172413793103449,0.20689655172413793,0.4482758620689655
708,29,0.52,0.4,0.4,0.48
709,37,0.2727272727272727,0.2727272727272727,0.24242424242424243,0.2727272727272727
710,19,0.5294117647058824,0.5294117647058824,0.4117647058823529,0.47058823529411764
711,15,0.6,0.6,0.4,0.4
712,37,0.37142857142857144,0.4857142857142857,0.2571428571428571,0.42857142857142855
713,27,0.2631578947368421,0.3684210526315789,0.15789473684210525,0.21052631578947367
714,37,0.45161290322580644,0.4838709677419355,0.3870967741935484,0.45161290322580644
715,20,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3888888888888889
716,32,0.3793103448275862,0.3793103448275862,0.27586206896551724,0.3793103448275862
717,39,0.4,0.36666666666666664,0.26666666666666666,0.36666666666666664
718,33,0.41379310344827586,0.5517241379310345,0.3103448275862069,0.41379310344827586
719,16,0.5384615384615384,0.5384615384615384,0.38461538461538464,0.46153846153846156
720,15,0.5,0.25,0.4166666666666667,0.25
721,15,0.4166666666666667,0.25,0.5,0.4166666666666667
722,19,0.5625,0.5625,0.25,0.4375
723,27,0.34782608695652173,0.34782608695652173,0.34782608695652173,0.391304347826087
724,33,0.4230769230769231,0.5384615384615384,0.46153846153846156,0.5
725,23,0.5,0.3888888888888889,0.3333333333333333,0.5
726,13,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727
727,47,0.375,0.475,0.3,0.425
728,30,0.2916666666666667,0.25,0.20833333333333334,0.375
729,18,0.5,0.5,0.5714285714285714,0.5
730,12,0.3,0.4,0.3,0.3
731,13,0.45454545454545453,0.36363636363636365,0.36363636363636365,0.45454545454545453
732,11,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333
733,26,0.3181818181818182,0.22727272727272727,0.18181818181818182,0.3181818181818182
734,20,0.4117647058823529,0.47058823529411764,0.4117647058823529,0.35294117647058826
735,36,0.48484848484848486,0.5151515151515151,0.3333333333333333,0.45454545454545453
736,23,0.3157894736842105,0.47368421052631576,0.15789473684210525,0.47368421052631576
737,18,0.4,0.26666666666666666,0.3333333333333333,0.4666666666666667
738,7,0.2,0.4,0.2,0.2
739,27,0.5,0.3333333333333333,0.625,0.5
740,33,0.26666666666666666,0.26666666666666666,0.36666666666666664,0.3333333333333333
741,27,0.4,0.28,0.44,0.36
742,65,0.43103448275862066,0.3620689655172414,0.3620689655172414,0.4482758620689655
743,41,0.34285714285714286,0.3142857142857143,0.37142857142857144,0.4
744,15,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333
745,13,0.5454545454545454,0.45454545454545453,0.5454545454545454,0.45454545454545453
746,19,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.35294117647058826
747,18,0.375,0.4375,0.375,0.3125
748,17,0.5714285714285714,0.6428571428571429,0.5,0.5714285714285714
749,13,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727
750,5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
751,14,0.5833333333333334,0.5,0.4166666666666667,0.5
752,32,0.4827586206896552,0.3448275862068966,0.41379310344827586,0.4482758620689655
753,21,0.2777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333
754,20,0.5,0.5,0.3888888888888889,0.5
755,15,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.38461538461538464
756,6,0.75,0.75,0.25,0.5
757,39,0.4444444444444444,0.3888888888888889,0.3333333333333333,0.5277777777777778
758,10,0.375,0.375,0.25,0.25
759,24,0.45454545454545453,0.4090909090909091,0.4090909090909091,0.45454545454545453
760,14,0.5833333333333334,0.5,0.6666666666666666,0.5833333333333334
761,30,0.32,0.4,0.2,0.36
762,19,0.375,0.125,0.3125,0.25
763,24,0.35294117647058826,0.29411764705882354,0.29411764705882354,0.29411764705882354
764,28,0.4,0.2,0.4,0.36
765,13,0.2727272727272727,0.36363636363636365,0.2727272727272727,0.2727272727272727
766,16,0.46153846153846156,0.3076923076923077,0.5384615384615384,0.46153846153846156
767,23,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.47619047619047616
768,25,0.5454545454545454,0.4090909090909091,0.4090909090909091,0.5
769,43,0.275,0.325,0.175,0.275
770,14,0.5,0.3333333333333333,0.5,0.4166666666666667
771,30,0.4230769230769231,0.46153846153846156,0.3076923076923077,0.46153846153846156
772,42,0.55,0.475,0.4,0.45
773,38,0.5142857142857142,0.45714285714285713,0.42857142857142855,0.4857142857142857
774,8,0.6,0.8,0.6,0.6
775,3,1.0,1.0,1.0,1.0
776,33,0.3448275862068966,0.3793103448275862,0.2413793103448276,0.3448275862068966
777,34,0.3225806451612903,0.3548387096774194,0.25806451612903225,0.2903225806451613
778,31,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
779,36,0.3870967741935484,0.3225806451612903,0.3225806451612903,0.3870967741935484
780,10,0.625,0.25,0.375,0.375
781,47,0.325,0.325,0.25,0.325
782,33,0.41379310344827586,0.5172413793103449,0.3448275862068966,0.4482758620689655
783,27,0.34782608695652173,0.43478260869565216,0.34782608695652173,0.391304347826087
784,30,0.391304347826087,0.30434782608695654,0.43478260869565216,0.391304347826087
785,25,0.36363636363636365,0.45454545454545453,0.3181818181818182,0.36363636363636365
786,7,0.4,0.6,0.2,0.4
787,12,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.3333333333333333
788,39,0.1875,0.21875,0.25,0.28125
789,15,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.4166666666666667
790,12,0.4,0.3,0.5,0.5
791,37,0.30303030303030304,0.30303030303030304,0.3333333333333333,0.30303030303030304
792,24,0.42857142857142855,0.38095238095238093,0.38095238095238093,0.47619047619047616
793,26,0.43478260869565216,0.4782608695652174,0.2608695652173913,0.391304347826087
794,38,0.5428571428571428,0.5428571428571428,0.42857142857142855,0.6
795,19,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5
796,28,0.28,0.28,0.28,0.28
797,24,0.47619047619047616,0.2857142857142857,0.3333333333333333,0.42857142857142855
798,25,0.391304347826087,0.34782608695652173,0.2608695652173913,0.391304347826087
799,4,0.5,0.5,0.5,0.5
800,16,0.38461538461538464,0.46153846153846156,0.3076923076923077,0.38461538461538464
801,18,0.3333333333333333,0.4,0.2,0.26666666666666666
802,25,0.5454545454545454,0.5454545454545454,0.36363636363636365,0.5454545454545454
803,15,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666
804,24,0.5,0.45454545454545453,0.45454545454545453,0.45454545454545453
805,12,0.5,0.375,0.625,0.625
806,35,0.36666666666666664,0.3,0.36666666666666664,0.3333333333333333
807,37,0.4,0.3333333333333333,0.4,0.36666666666666664
808,24,0.3157894736842105,0.3157894736842105,0.47368421052631576,0.42105263157894735
809,11,0.25,0.125,0.5,0.25
810,32,0.39285714285714285,0.32142857142857145,0.39285714285714285,0.35714285714285715
811,12,0.5555555555555556,0.2222222222222222,0.4444444444444444,0.3333333333333333
812,21,0.4117647058823529,0.47058823529411764,0.35294117647058826,0.47058823529411764
813,24,0.5,0.4444444444444444,0.3333333333333333,0.4444444444444444
814,25,0.38095238095238093,0.2857142857142857,0.42857142857142855,0.42857142857142855
815,23,0.35294117647058826,0.17647058823529413,0.4117647058823529,0.23529411764705882
816,4,0.5,0.5,0.5,0.5
817,6,0.25,0.25,0.75,0.75
818,15,0.3333333333333333,0.5,0.4166666666666667,0.3333333333333333
