sentence_index,sentence_length,uuas_sum,uuas_triu,uuas_tril,uuas_none
216,27,0.6190476190476191,0.6190476190476191,0.42857142857142855,0.5714285714285714
217,19,0.4666666666666667,0.5333333333333333,0.4,0.5333333333333333
218,30,0.5384615384615384,0.5,0.4230769230769231,0.5
219,21,0.5263157894736842,0.3684210526315789,0.3157894736842105,0.5263157894736842
220,18,0.4375,0.375,0.375,0.3125
221,27,0.32,0.48,0.24,0.32
222,22,0.5882352941176471,0.5882352941176471,0.47058823529411764,0.5294117647058824
223,27,0.44,0.4,0.28,0.44
224,34,0.36666666666666664,0.3333333333333333,0.36666666666666664,0.4
225,31,0.4642857142857143,0.4642857142857143,0.2857142857142857,0.4642857142857143
226,33,0.4666666666666667,0.43333333333333335,0.36666666666666664,0.4666666666666667
227,26,0.375,0.375,0.3333333333333333,0.4166666666666667
228,53,0.22916666666666666,0.1875,0.25,0.22916666666666666
229,19,0.625,0.625,0.4375,0.5625
230,35,0.3333333333333333,0.36666666666666664,0.36666666666666664,0.36666666666666664
231,29,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.34615384615384615
232,28,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.5384615384615384
233,33,0.4,0.43333333333333335,0.3333333333333333,0.36666666666666664
234,38,0.4838709677419355,0.3548387096774194,0.3548387096774194,0.45161290322580644
235,27,0.38095238095238093,0.42857142857142855,0.3333333333333333,0.38095238095238093
236,29,0.38461538461538464,0.34615384615384615,0.3076923076923077,0.46153846153846156
237,15,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365
238,23,0.45,0.3,0.4,0.45
239,22,0.2631578947368421,0.21052631578947367,0.2631578947368421,0.3157894736842105
240,20,0.4117647058823529,0.29411764705882354,0.5294117647058824,0.35294117647058826
241,14,0.3333333333333333,0.5,0.25,0.4166666666666667
242,24,0.3333333333333333,0.3888888888888889,0.3888888888888889,0.3333333333333333
243,15,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333
244,19,0.6,0.5333333333333333,0.4,0.4666666666666667
245,9,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.14285714285714285
246,28,0.375,0.4166666666666667,0.4166666666666667,0.4166666666666667
247,38,0.45454545454545453,0.42424242424242425,0.30303030303030304,0.45454545454545453
248,31,0.39285714285714285,0.32142857142857145,0.32142857142857145,0.39285714285714285
249,13,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.45454545454545453
250,19,0.5,0.4375,0.375,0.4375
251,26,0.36363636363636365,0.3181818181818182,0.45454545454545453,0.36363636363636365
252,27,0.375,0.25,0.2916666666666667,0.375
253,33,0.4482758620689655,0.3793103448275862,0.3448275862068966,0.4827586206896552
254,28,0.5,0.45,0.2,0.5
255,21,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.5882352941176471
256,30,0.5925925925925926,0.5185185185185185,0.5185185185185185,0.5925925925925926
257,14,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.45454545454545453
258,32,0.37037037037037035,0.3333333333333333,0.2962962962962963,0.4444444444444444
259,32,0.5517241379310345,0.5172413793103449,0.41379310344827586,0.5172413793103449
260,21,0.5,0.5,0.375,0.5625
261,19,0.3125,0.25,0.3125,0.3125
262,17,0.5,0.5,0.42857142857142855,0.42857142857142855
263,19,0.4,0.3333333333333333,0.26666666666666666,0.4666666666666667
264,14,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222
265,14,0.4,0.5,0.4,0.6
266,9,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.7142857142857143
267,2,nan,nan,nan,nan
268,16,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.35714285714285715
269,24,0.35,0.5,0.35,0.45
270,10,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.5714285714285714
271,27,0.5,0.45454545454545453,0.4090909090909091,0.5
272,37,0.42857142857142855,0.4,0.2857142857142857,0.37142857142857144
273,17,0.5384615384615384,0.3076923076923077,0.6153846153846154,0.46153846153846156
274,26,0.4,0.35,0.25,0.35
275,20,0.3888888888888889,0.5555555555555556,0.3888888888888889,0.5
276,31,0.39285714285714285,0.35714285714285715,0.42857142857142855,0.39285714285714285
277,17,0.45454545454545453,0.5454545454545454,0.36363636363636365,0.45454545454545453
278,23,0.5263157894736842,0.3684210526315789,0.5263157894736842,0.5263157894736842
279,34,0.5333333333333333,0.5333333333333333,0.3333333333333333,0.5
280,11,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855
281,31,0.46153846153846156,0.38461538461538464,0.34615384615384615,0.46153846153846156
282,30,0.44,0.44,0.28,0.4
283,50,0.5652173913043478,0.43478260869565216,0.4782608695652174,0.5
284,14,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.3333333333333333
285,37,0.38235294117647056,0.4411764705882353,0.29411764705882354,0.4117647058823529
286,27,0.4782608695652174,0.43478260869565216,0.4782608695652174,0.5217391304347826
287,35,0.46875,0.40625,0.46875,0.5
288,2,nan,nan,nan,nan
289,27,0.5833333333333334,0.4583333333333333,0.4583333333333333,0.5833333333333334
290,30,0.4,0.36,0.36,0.4
291,25,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727
292,20,0.5294117647058824,0.5294117647058824,0.4117647058823529,0.5294117647058824
293,12,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444
294,2,nan,nan,nan,nan
295,17,0.4666666666666667,0.4,0.26666666666666666,0.4
296,19,0.375,0.25,0.375,0.4375
297,28,0.5454545454545454,0.45454545454545453,0.3181818181818182,0.36363636363636365
298,19,0.5,0.42857142857142855,0.5,0.5
299,32,0.42857142857142855,0.32142857142857145,0.32142857142857145,0.4642857142857143
300,23,0.45,0.5,0.3,0.5
301,18,0.6153846153846154,0.6153846153846154,0.5384615384615384,0.6153846153846154
302,32,0.35714285714285715,0.35714285714285715,0.25,0.35714285714285715
303,5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333
304,41,0.5555555555555556,0.5,0.4166666666666667,0.5
305,33,0.3548387096774194,0.3870967741935484,0.3225806451612903,0.3225806451612903
306,11,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.5555555555555556
307,17,0.46153846153846156,0.3076923076923077,0.46153846153846156,0.46153846153846156
308,18,0.25,0.4166666666666667,0.25,0.25
309,26,0.36363636363636365,0.36363636363636365,0.5454545454545454,0.36363636363636365
310,19,0.4375,0.5,0.1875,0.375
311,18,0.4375,0.4375,0.4375,0.4375
312,26,0.5263157894736842,0.47368421052631576,0.42105263157894735,0.47368421052631576
313,39,0.4117647058823529,0.3235294117647059,0.38235294117647056,0.38235294117647056
314,24,0.5238095238095238,0.47619047619047616,0.3333333333333333,0.5238095238095238
315,28,0.48,0.4,0.4,0.52
316,16,0.45454545454545453,0.36363636363636365,0.36363636363636365,0.36363636363636365
317,10,0.25,0.25,0.125,0.125
318,3,1.0,1.0,1.0,1.0
319,25,0.5,0.5454545454545454,0.4090909090909091,0.45454545454545453
320,35,0.25925925925925924,0.2962962962962963,0.2222222222222222,0.25925925925925924
321,38,0.5,0.4117647058823529,0.3235294117647059,0.47058823529411764
322,26,0.2857142857142857,0.38095238095238093,0.3333333333333333,0.38095238095238093
323,35,0.2413793103448276,0.27586206896551724,0.1724137931034483,0.2413793103448276
324,15,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.4166666666666667
325,38,0.6451612903225806,0.5483870967741935,0.41935483870967744,0.5806451612903226
326,34,0.3548387096774194,0.3548387096774194,0.4838709677419355,0.3548387096774194
327,27,0.48,0.4,0.4,0.48
328,18,0.42857142857142855,0.35714285714285715,0.2857142857142857,0.35714285714285715
329,8,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666
330,32,0.4642857142857143,0.42857142857142855,0.39285714285714285,0.42857142857142855
331,18,0.375,0.4375,0.125,0.5
332,33,0.3333333333333333,0.3,0.3333333333333333,0.3
333,36,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.42857142857142855
334,39,0.15625,0.1875,0.15625,0.15625
335,4,0.5,1.0,0.5,0.5
336,41,0.42105263157894735,0.4473684210526316,0.39473684210526316,0.39473684210526316
337,28,0.2727272727272727,0.3181818181818182,0.18181818181818182,0.3181818181818182
338,41,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3142857142857143
339,20,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529
340,35,0.5333333333333333,0.5,0.36666666666666664,0.5
341,18,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.2857142857142857
342,21,0.2222222222222222,0.2777777777777778,0.1111111111111111,0.2222222222222222
343,14,0.25,0.16666666666666666,0.3333333333333333,0.25
344,28,0.32,0.28,0.28,0.32
345,20,0.29411764705882354,0.29411764705882354,0.4117647058823529,0.4117647058823529
346,26,0.22727272727272727,0.4090909090909091,0.3181818181818182,0.45454545454545453
347,27,0.625,0.625,0.4166666666666667,0.5
348,10,0.375,0.5,0.375,0.5
349,35,0.17857142857142858,0.25,0.21428571428571427,0.17857142857142858
350,32,0.43333333333333335,0.4,0.3333333333333333,0.4
351,27,0.43478260869565216,0.43478260869565216,0.391304347826087,0.5217391304347826
352,43,0.5365853658536586,0.5121951219512195,0.4634146341463415,0.5365853658536586
353,25,0.5,0.5,0.2727272727272727,0.5454545454545454
354,26,0.2727272727272727,0.3181818181818182,0.3181818181818182,0.3181818181818182
355,30,0.5769230769230769,0.46153846153846156,0.5384615384615384,0.5769230769230769
356,23,0.2777777777777778,0.2777777777777778,0.3888888888888889,0.3333333333333333
357,42,0.25,0.2777777777777778,0.2222222222222222,0.25
358,15,0.5454545454545454,0.2727272727272727,0.5454545454545454,0.36363636363636365
359,31,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.4444444444444444
360,63,0.2909090909090909,0.2727272727272727,0.32727272727272727,0.2909090909090909
361,7,0.6,0.6,0.6,0.8
362,24,0.45,0.3,0.3,0.45
363,39,0.28125,0.3125,0.25,0.25
364,11,0.5,0.375,0.375,0.375
365,39,0.3,0.3,0.26666666666666666,0.3333333333333333
366,29,0.6666666666666666,0.625,0.375,0.5833333333333334
367,27,0.4090909090909091,0.45454545454545453,0.18181818181818182,0.4090909090909091
368,16,0.5,0.35714285714285715,0.35714285714285715,0.35714285714285715
369,37,0.42424242424242425,0.3939393939393939,0.30303030303030304,0.45454545454545453
370,16,0.5714285714285714,0.5,0.6428571428571429,0.7142857142857143
371,43,0.48717948717948717,0.3333333333333333,0.41025641025641024,0.4358974358974359
372,38,0.34375,0.4375,0.28125,0.46875
373,39,0.5,0.5294117647058824,0.2647058823529412,0.4411764705882353
374,20,0.2777777777777778,0.2222222222222222,0.2222222222222222,0.2222222222222222
375,30,0.42857142857142855,0.39285714285714285,0.42857142857142855,0.4642857142857143
376,12,0.5,0.5,0.3,0.4
377,14,0.5,0.3333333333333333,0.25,0.4166666666666667
378,28,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5714285714285714
379,31,0.35714285714285715,0.39285714285714285,0.32142857142857145,0.42857142857142855
380,31,0.5172413793103449,0.5517241379310345,0.5172413793103449,0.5517241379310345
381,14,0.5833333333333334,0.5,0.3333333333333333,0.5
382,2,1.0,1.0,1.0,1.0
383,30,0.4583333333333333,0.5,0.375,0.5
384,4,1.0,0.5,1.0,1.0
385,1,nan,nan,nan,nan
386,23,0.2857142857142857,0.2857142857142857,0.23809523809523808,0.3333333333333333
387,4,1.0,0.5,1.0,0.5
388,25,0.36363636363636365,0.4090909090909091,0.36363636363636365,0.4090909090909091
389,22,0.35,0.45,0.25,0.35
390,39,0.3235294117647059,0.2647058823529412,0.3235294117647059,0.35294117647058826
391,45,0.36585365853658536,0.3170731707317073,0.3902439024390244,0.3170731707317073
392,43,0.4358974358974359,0.41025641025641024,0.3333333333333333,0.46153846153846156
393,51,0.3191489361702128,0.2765957446808511,0.3404255319148936,0.3404255319148936
394,21,0.23529411764705882,0.4117647058823529,0.23529411764705882,0.35294117647058826
395,27,0.375,0.375,0.3333333333333333,0.375
396,45,0.4883720930232558,0.37209302325581395,0.27906976744186046,0.4418604651162791
397,32,0.5517241379310345,0.4827586206896552,0.4827586206896552,0.5172413793103449
398,24,0.5,0.45454545454545453,0.4090909090909091,0.4090909090909091
399,9,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.5714285714285714
400,27,0.36,0.36,0.2,0.28
401,16,0.2857142857142857,0.42857142857142855,0.35714285714285715,0.35714285714285715
402,16,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855
403,16,0.5714285714285714,0.35714285714285715,0.5,0.5
404,48,0.35714285714285715,0.40476190476190477,0.2857142857142857,0.35714285714285715
405,14,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.3333333333333333
